Age,Income,Gender
44,41057.03,Male
53,29100.65,Male
42,43451.58,Male
56,45381.9,Male
56,46664.64,Male
40,42098.05,Male
36,40328.24,Male
51,41585.93,Male
34,39271.86,Male
43,43808.84,Male
47,43098.19,Male
41,42292.31,Male
39,41069.12,Male
57,45902.14,Male
64,48143.46,Male
49,42004.38,Male
40,43828.64,Male
41,42431.26,Male
48,45374.84,Male
48,45029.36,Male
47,41884.67,Male
54,47859.09,Male
50,42309.16,Male
66,46598.2,Male
43,40326.52,Male
47,44868.2,Male
53,46309.06,Male
58,45639.72,Male
59,45580.48,Male
54,45031.96,Male
49,45162.38,Male
43,41773.84,Male
46,42061.66,Male
61,46868.92,Male
47,36131.57,Male
40,41693.5,Male
54,48532.06,Male
49,42554.81,Male
39,38580.58,Male
49,40711.94,Male
34,36859.88,Male
45,45200.48,Male
46,42937.24,Male
48,36400.99,Male
55,46010.88,Male
57,48715.02,Male
54,33836.37,Male
46,44248.34,Male
55,45022.04,Male
35,36939.02,Male
42,43998.36,Male
42,29435.67,Male
39,41110.87,Male
47,45038.46,Male
39,40675.89,Male
46,35492.58,Male
44,34528.53,Male
38,41443.52,Male
48,42141.58,Male
42,42696.9,Male
30,30920.0,Male
39,41416.67,Male
46,42765.54,Male
39,40592.82,Male
39,35898.61,Male
45,38183.01,Male
40,43183.12,Male
57,41652.32,Male
39,29285.15,Male
42,36487.04,Male
37,37723.16,Male
45,44086.58,Male
46,44482.02,Male
47,40629.41,Male
48,43819.1,Male
42,41741.77,Male
48,30882.18,Male
32,37660.52,Male
62,41927.52,Male
41,41770.72,Male
44,38858.27,Male
50,45072.77,Male
41,43361.9,Male
57,44694.08,Male
48,39535.3,Male
50,43057.8,Male
54,41769.96,Male
53,44335.0,Male
50,44955.86,Male
41,34952.2,Male
50,35884.72,Male
39,40060.64,Male
54,48095.82,Male
49,37920.12,Male
34,27482.79,Male
56,48643.7,Male
44,40052.32,Male
48,45266.76,Male
41,41762.89,Male
36,41275.2,Male
48,46139.38,Male
47,42676.86,Male
52,47154.58,Male
47,37527.12,Male
50,44606.1,Male
42,35757.57,Male
46,37968.47,Male
44,43789.28,Male
39,42046.33,Male
37,41694.97,Male
45,40305.71,Male
47,42276.24,Male
55,43501.2,Male
58,47023.31,Male
49,43719.51,Male
41,40341.02,Male
41,39142.24,Male
43,41397.94,Male
45,41962.7,Male
44,37250.29,Male
42,41297.03,Male
40,40733.16,Male
32,38741.35,Male
52,34239.21,Male
43,42550.1,Male
55,44997.9,Male
40,40103.05,Male
47,35169.05,Male
39,42776.42,Male
35,33295.06,Male
53,42610.33,Male
53,47788.62,Male
65,50288.76,Male
49,44170.1,Male
41,39437.09,Male
66,47744.72,Male
48,40997.22,Male
53,45004.54,Male
62,45871.85,Male
34,38434.63,Male
45,36493.26,Male
48,43652.58,Male
52,43356.6,Male
53,29398.66,Male
50,44780.72,Male
53,32553.83,Male
47,40821.19,Male
50,44831.98,Male
38,42246.74,Male
42,41347.56,Male
47,36235.91,Male
54,45023.45,Male
55,39508.72,Male
45,40641.88,Male
59,44388.08,Male
43,40847.42,Male
55,44189.0,Male
48,42443.58,Male
47,45203.7,Male
48,41141.19,Male
51,33433.75,Male
53,38779.02,Male
43,39830.11,Male
46,44749.22,Male
47,42274.29,Male
49,42269.23,Male
52,38416.74,Male
48,46375.15,Male
53,46822.24,Male
45,39726.76,Male
42,43735.2,Male
43,43281.35,Male
43,43781.44,Male
52,32061.1,Male
44,44054.44,Male
39,32622.8,Male
46,39310.96,Male
59,44870.14,Male
49,46196.66,Male
49,38733.3,Male
37,39735.49,Male
45,40069.37,Male
47,44083.1,Male
54,44416.4,Male
38,32381.39,Male
54,48010.42,Male
49,44460.06,Male
49,43705.38,Male
48,35107.5,Male
48,42921.85,Male
49,42989.14,Male
46,36979.75,Male
45,43877.14,Male
52,46356.07,Male
54,35038.04,Male
39,38615.33,Male
36,38793.19,Male
51,29621.58,Male
50,42676.0,Male
61,48900.7,Male
55,43785.32,Male
49,46399.32,Male
48,43274.7,Male
44,40986.24,Male
58,46447.52,Male
46,39812.18,Male
44,44515.75,Male
45,30766.75,Male
46,44606.4,Male
53,36811.43,Male
32,32014.82,Male
64,48063.18,Male
36,40103.55,Male
45,43284.08,Male
52,36697.34,Male
38,34497.37,Male
52,44269.8,Male
45,44211.44,Male
37,43193.54,Male
50,43387.44,Male
64,47285.16,Male
50,45694.41,Male
47,43088.02,Male
48,41956.74,Male
47,40717.42,Male
39,35006.79,Male
43,40203.93,Male
41,32084.14,Male
35,39409.46,Male
47,44326.32,Male
49,39736.73,Male
47,44600.65,Male
47,41211.26,Male
43,38651.0,Male
53,45093.66,Male
51,44982.14,Male
47,36487.68,Male
46,46188.79,Male
36,36679.1,Male
50,36870.46,Male
55,45153.82,Male
31,31120.58,Male
56,45097.18,Male
44,39689.64,Male
50,36876.38,Male
50,33059.46,Male
56,45647.44,Male
44,42815.38,Male
42,44186.69,Male
37,42097.7,Male
41,41331.04,Male
49,46117.06,Male
54,42218.4,Male
43,42629.75,Male
51,38487.65,Male
49,42254.54,Male
59,47880.42,Male
48,37058.87,Male
54,45008.38,Male
39,36475.18,Male
45,40697.24,Male
44,40198.18,Male
33,37436.14,Male
53,41685.03,Male
59,48378.71,Male
48,34605.06,Male
64,46924.49,Male
45,31485.93,Male
52,42450.72,Male
45,43008.8,Male
35,38942.38,Male
44,38554.02,Male
52,45873.24,Male
54,46522.7,Male
38,37423.61,Male
44,39242.71,Male
42,39189.4,Male
57,47041.04,Male
40,41963.43,Male
46,43618.47,Male
60,47514.82,Male
52,35050.2,Male
52,40282.34,Male
48,33970.84,Male
46,42574.68,Male
46,42103.76,Male
46,39270.4,Male
48,45303.62,Male
58,48329.54,Male
46,42047.83,Male
54,37921.34,Male
46,40598.1,Male
49,35311.06,Male
51,47045.9,Male
53,44163.1,Male
45,43489.7,Male
48,41837.16,Male
32,37916.07,Male
45,43571.36,Male
43,37493.01,Male
43,43743.76,Male
39,36358.48,Male
57,47770.76,Male
44,44051.68,Male
52,45569.36,Male
60,43562.4,Male
50,45962.68,Male
47,36820.66,Male
61,48228.44,Male
56,32193.43,Male
46,43863.74,Male
42,43677.02,Male
53,32126.57,Male
35,40130.21,Male
52,38600.26,Male
39,40631.85,Male
49,45999.73,Male
56,45505.22,Male
43,45585.12,Male
49,41588.6,Male
48,44854.17,Male
56,45768.91,Male
41,43461.65,Male
49,40488.37,Male
43,41106.32,Male
51,44506.12,Male
35,36621.24,Male
42,42518.32,Male
34,34992.72,Male
38,40259.55,Male
46,45019.64,Male
43,44413.38,Male
51,42700.7,Male
47,43922.78,Male
39,42036.48,Male
48,43164.24,Male
49,36050.85,Male
49,44369.42,Male
65,50899.4,Male
44,38041.25,Male
42,37618.78,Male
50,45869.16,Male
48,31107.03,Male
38,39219.05,Male
57,47664.08,Male
51,42536.48,Male
42,39336.06,Male
53,43980.75,Male
50,45367.08,Male
56,41663.58,Male
40,41855.15,Male
41,38935.47,Male
53,47136.95,Male
50,45848.8,Male
49,47223.08,Male
40,42279.7,Male
52,42231.33,Male
42,45458.42,Male
35,36874.24,Male
37,28472.0,Male
60,46729.7,Male
55,45168.48,Male
39,41227.08,Male
39,38857.47,Male
49,36930.56,Male
60,46561.78,Male
46,44483.53,Male
60,44704.5,Male
49,29503.42,Male
60,46578.73,Male
48,42719.52,Male
45,36923.12,Male
52,41729.62,Male
41,38453.44,Male
60,46063.02,Male
55,41721.93,Male
49,46183.56,Male
55,46485.89,Male
46,37987.64,Male
43,35047.79,Male
49,42693.25,Male
37,40479.03,Male
43,39449.99,Male
56,48096.7,Male
40,42316.78,Male
51,46308.55,Male
59,47808.08,Male
48,42531.3,Male
42,35224.5,Male
55,45135.54,Male
34,37003.98,Male
33,36545.05,Male
49,36368.43,Male
49,40911.6,Male
47,43439.5,Male
52,47163.95,Male
46,44684.19,Male
43,39884.79,Male
53,43078.06,Male
39,30927.85,Male
51,37831.1,Male
46,41994.12,Male
57,47942.85,Male
46,45877.28,Male
47,47196.72,Male
56,44217.28,Male
56,47301.35,Male
53,43487.15,Male
46,44218.06,Male
53,46859.34,Male
49,44777.66,Male
42,32406.02,Male
37,41080.02,Male
42,43289.4,Male
60,45175.28,Male
40,42459.82,Male
62,46980.59,Male
66,49938.38,Male
47,41669.66,Male
46,44490.57,Male
40,37563.76,Male
49,43000.38,Male
44,33913.58,Male
48,43453.3,Male
45,43152.58,Male
54,46641.52,Male
62,40769.6,Male
51,47504.73,Male
61,48294.06,Male
48,39162.24,Male
50,42230.11,Male
35,40128.35,Male
45,37636.05,Male
49,40385.6,Male
46,42372.77,Male
39,42132.78,Male
45,38314.43,Male
38,39129.11,Male
46,33542.22,Male
41,39375.72,Male
44,36627.1,Male
35,38715.44,Male
33,34987.02,Male
40,43050.64,Male
54,46295.64,Male
51,42549.14,Male
59,43304.64,Male
41,25205.03,Male
37,39768.15,Male
46,38997.68,Male
54,35524.78,Male
47,42011.36,Male
46,40110.46,Male
54,46054.06,Male
39,41043.94,Male
31,35566.7,Male
37,41352.55,Male
59,45673.6,Male
41,42301.98,Male
43,41921.03,Male
43,40120.99,Male
39,42569.33,Male
61,48447.07,Male
62,48611.95,Male
50,43833.88,Male
63,44769.38,Male
41,43960.66,Male
56,44726.98,Male
39,43320.88,Male
48,40395.16,Male
37,42289.28,Male
32,36281.04,Male
38,40653.97,Male
46,44248.4,Male
56,47597.54,Male
60,48531.81,Male
57,34246.98,Male
47,39919.79,Male
44,42639.68,Male
57,47284.54,Male
46,41685.5,Male
33,35818.6,Male
40,42299.01,Male
50,40605.72,Male
45,43290.2,Male
48,45194.56,Male
46,44655.28,Male
55,48897.26,Male
43,43997.06,Male
45,45236.65,Male
50,43448.72,Male
39,28481.82,Male
63,49582.29,Male
56,47554.73,Male
47,36852.19,Male
44,45318.74,Male
40,42782.44,Male
38,39780.68,Male
59,48157.44,Male
44,44635.48,Male
55,36138.4,Male
42,40347.73,Male
53,46004.31,Male
40,38079.9,Male
52,46994.5,Male
49,43377.56,Male
54,40362.78,Male
36,38180.6,Male
50,42958.98,Male
44,37627.24,Male
48,42127.51,Male
58,46991.01,Male
41,33997.74,Male
43,43237.43,Male
37,41566.62,Male
54,25334.04,Male
46,43491.9,Male
60,47464.68,Male
47,45245.36,Male
56,46489.56,Male
41,34566.42,Male
44,34238.5,Male
44,43082.94,Male
62,45602.46,Male
54,47271.03,Male
54,48075.96,Male
52,45452.81,Male
45,38670.7,Male
45,36499.47,Male
51,40058.94,Male
60,43174.22,Male
55,44526.49,Male
52,44814.38,Male
39,36842.9,Male
35,39562.75,Male
47,46771.68,Male
59,46239.12,Male
48,46113.49,Male
48,44583.02,Male
39,42144.79,Male
61,48190.43,Male
31,33361.24,Male
48,43219.78,Male
51,46668.78,Male
40,39669.67,Male
51,32541.98,Male
41,41916.52,Male
61,47957.17,Male
47,43592.42,Male
46,43715.26,Male
48,35693.92,Male
52,44998.49,Male
52,46337.68,Male
51,34514.5,Male
56,47091.73,Male
51,45260.57,Male
34,39664.18,Male
53,40740.98,Male
41,42392.54,Male
41,38319.8,Male
43,44721.78,Male
47,45221.46,Male
62,50438.31,Male
43,41482.86,Male
62,47351.64,Male
55,42635.68,Male
37,38566.07,Male
43,30779.91,Male
46,40320.64,Male
45,38156.5,Male
47,34371.67,Male
47,43348.92,Male
50,36331.82,Male
60,44414.58,Male
36,37033.66,Male
52,46116.98,Male
46,46169.33,Male
55,45903.32,Male
52,46117.93,Male
45,41501.9,Male
34,34974.53,Male
46,41412.58,Male
53,45701.41,Male
46,44942.72,Male
59,48417.26,Male
55,40749.9,Male
52,31711.8,Male
47,39860.05,Male
35,39096.1,Male
42,40192.62,Male
48,43897.9,Male
47,35242.41,Male
48,41475.4,Male
49,32610.07,Male
47,45129.19,Male
43,44660.72,Male
54,44348.73,Male
43,43608.56,Male
32,37621.17,Male
40,37949.78,Male
55,45794.01,Male
50,40832.8,Male
42,43322.65,Male
58,43010.63,Male
53,42917.96,Male
44,43475.74,Male
42,44238.7,Male
43,42299.2,Male
48,44614.74,Male
50,45046.85,Male
45,43743.06,Male
35,33338.92,Male
45,37553.83,Male
44,36609.33,Male
54,41304.87,Male
56,45127.52,Male
49,45174.49,Male
44,40670.06,Male
41,42169.52,Male
37,39685.85,Male
49,30187.82,Male
56,46277.01,Male
47,44321.58,Male
37,33970.88,Male
50,32414.15,Male
43,39191.64,Male
33,37566.28,Male
48,44927.91,Male
50,44171.3,Male
36,39662.36,Male
45,43574.58,Male
44,43482.69,Male
62,44899.94,Male
42,40787.67,Male
40,36997.76,Male
54,45408.56,Male
32,35065.18,Male
49,39830.46,Male
44,44523.9,Male
47,40857.27,Male
54,39708.85,Male
58,47322.1,Male
61,46073.11,Male
46,42026.16,Male
50,45648.38,Male
46,44696.9,Male
56,44987.6,Male
56,48315.67,Male
63,48819.57,Male
45,43570.51,Male
33,33706.89,Male
35,38230.06,Male
37,38781.05,Male
46,41295.6,Male
54,43590.34,Male
55,34391.83,Male
37,37878.21,Male
54,45678.54,Male
42,42153.9,Male
51,47631.66,Male
44,42442.82,Male
62,47772.7,Male
52,38817.78,Male
33,38252.86,Male
