Age,Income,Gender
23,27263.838275041522,Female
52,73212.57801995092,Female
58,76938.16509643283,Female
54,40808.16964273421,Female
41,44184.47660096024,Female
46,54287.98086087358,Female
66,55016.851849805375,Female
63,59878.164090092454,Male
48,80153.06808149524,Female
52,47345.79158758926,Male
50,38025.541331923196,Male
69,29310.21157978209,Male
38,39036.04940087121,Male
49,49503.095406893044,Female
40,76918.36795276681,Male
50,42235.830514457426,Female
20,53356.819274583475,Female
35,49753.65655890872,Male
42,67825.89910172127,Female
59,87903.98638810433,Male
48,42036.96840619519,Male
20,42658.40836222667,Female
57,65662.41315603608,Female
63,60228.37234439467,Male
41,77700.6098860405,Female
67,58758.92277988946,Female
49,44610.61863819411,Female
64,58859.82246038464,Male
39,66630.55370874362,Male
40,62307.23271796046,Female
19,57609.11046660947,Female
44,66000.1203438373,Female
59,67539.4338566851,Female
19,70732.38486556291,Female
43,59730.64831384464,Male
34,47493.22879524718,Female
57,52200.705296499844,Male
50,68097.63449762535,Female
26,37745.964935191456,Male
60,55530.099633093516,Female
65,44099.91781508959,Male
56,50431.17234402226,Female
46,69176.77793910948,Male
59,52866.48602029855,Male
43,50696.54822234223,Male
52,29602.15788530121,Male
67,61193.80349040831,Male
42,59682.26271711613,Male
41,82448.8208495819,Female
30,45383.32647570499,Male
24,53287.254914959085,Female
53,53740.75525566133,Female
62,73661.79919645212,Female
37,48570.567014195716,Female
18,54185.32288655509,Female
25,59118.44764574809,Male
63,52799.13684734537,Male
33,43303.49578174208,Male
31,52911.34989347462,Female
29,66104.47624789659,Male
68,34602.270508834095,Male
40,51994.54511220314,Male
32,39498.1877759124,Male
45,67925.69943387264,Male
51,27152.19642824338,Female
19,41616.17229092617,Male
49,55658.17812596781,Female
40,73482.86043851511,Female
39,49013.746083905186,Female
68,41672.00709960202,Female
42,78217.35604160884,Female
39,28279.79149375634,Male
39,17017.910650698774,Male
66,56600.216750799984,Male
69,42469.18663471083,Female
59,34681.5077430393,Male
23,60625.3467094903,Male
32,53657.010706567984,Female
60,41538.820538949076,Female
54,30795.434019936583,Female
50,63086.859924202174,Female
25,59753.017669379915,Male
61,48512.36204330926,Female
61,77699.554940715,Female
22,33948.72850510771,Male
56,27117.122436128917,Male
21,39621.378951781335,Female
23,49316.209754667536,Male
62,53650.091739840376,Female
49,46381.459132155054,Female
69,55280.83094771445,Male
47,31226.90863714334,Male
64,71656.46906109889,Female
52,48767.732324111465,Female
57,66759.43747382192,Female
69,55140.88019566556,Male
33,56851.29828730676,Female
30,58546.50920348306,Female
67,56715.628400259724,Female
59,59640.84139801316,Female
47,69937.28795198648,Female
36,52947.817545522055,Male
34,60635.05636382769,Female
36,48653.964585691596,Female
45,71601.75823174209,Female
43,39854.115469110955,Female
54,77014.10649366223,Male
43,49397.63074033485,Male
40,28538.373468229278,Male
26,51921.56622366184,Female
29,39784.22513787678,Female
18,62609.65323483086,Male
18,40210.640310464136,Male
64,43307.248501778304,Male
51,21656.889035817036,Female
49,43215.405211263846,Female
65,13641.81010056565,Male
42,26241.45764771415,Male
57,61406.21984216446,Male
62,61787.00237976248,Female
18,56381.86342677447,Female
33,35495.3578530618,Female
56,49284.3296578703,Male
22,49945.96191364148,Male
39,32624.529662111858,Female
46,72550.97452650726,Male
20,63160.43435863507,Female
29,46685.53739255504,Male
43,50403.28758491796,Male
33,53125.74211921329,Male
68,19373.97697363564,Male
54,46292.339262191046,Female
39,39770.23628003302,Male
46,34975.69985157627,Female
31,45783.495606710676,Female
45,76965.29790274284,Female
22,59612.64291900515,Male
64,41432.31515325805,Female
66,58588.74172034238,Female
47,70990.33154879004,Female
63,63869.50524369153,Male
69,50894.45554880261,Male
22,40295.94833441639,Female
29,60473.34970420385,Male
33,55902.28078132625,Female
43,63427.89830041598,Female
43,59527.57702522954,Male
65,65743.29072979002,Female
38,41971.47182659148,Male
56,69760.91098451489,Male
53,52963.994070386,Female
50,81128.91308937898,Male
47,39662.18272865648,Male
54,76039.45704747873,Female
40,52968.66175193972,Female
27,40228.72994578327,Male
22,42741.71248918518,Male
53,45194.7903770852,Female
51,56362.48919602875,Male
69,57842.5323205325,Male
48,41394.49994092131,Male
27,49634.68111608526,Male
36,82134.05537917795,Male
49,75913.14755151067,Male
18,56544.85504511048,Male
22,50570.05217252301,Female
62,51800.46990077392,Female
21,59202.769590956246,Female
33,34658.111522023915,Female
41,46139.35193864982,Female
33,24971.238891836158,Male
19,55988.34683907919,Male
66,59707.939095541115,Male
45,42752.20306550939,Male
49,73609.80144935049,Female
44,31613.515054964882,Male
37,28034.376796852695,Male
41,53366.77727839958,Female
29,65706.47453918232,Male
67,75258.91537186803,Male
52,43116.7360569659,Female
50,66180.21250146943,Male
50,49422.372957489395,Male
68,47410.59050088771,Male
60,63254.89906230009,Male
54,59784.84317620129,Male
29,26354.11764523626,Female
20,72148.10524588844,Female
18,70701.37031221177,Female
50,40616.55947735706,Female
57,55937.05300156114,Female
27,57410.45279424108,Female
60,53910.10648735861,Male
61,41745.422692318694,Female
46,39925.64948092923,Female
30,49616.688935128324,Male
29,67590.93528889047,Male
48,58154.002318916486,Female
63,44440.78501870841,Male
19,61575.48065972517,Female
68,7271.8606905488705,Male
67,67231.48550558156,Female
52,23904.293318328506,Male
40,44563.38587895302,Male
34,33204.95158060784,Female
43,30579.777864186413,Female
25,67412.4018106778,Female
46,42984.48198032163,Female
43,55197.55822596073,Female
27,49296.19131681224,Male
43,57155.612408346824,Female
51,51152.32836590383,Female
68,30755.116637171457,Male
58,64944.002291707104,Male
24,42593.65125258031,Female
21,26651.271520103735,Male
67,43578.27258551131,Male
62,72511.39685951466,Female
28,62753.32613170239,Male
46,44770.21798388211,Male
53,44761.13443522357,Female
42,45175.47423173926,Female
38,81151.21975341262,Male
53,55729.0317834733,Male
27,56450.624707866045,Female
54,65454.25181047763,Male
26,53581.8373853977,Male
41,46114.36781268945,Male
52,47054.75226372533,Female
66,48925.98110878904,Male
52,49441.66645235238,Male
65,60914.4431545547,Female
53,50779.18828710949,Male
35,60989.60115823369,Male
66,48789.251298371266,Female
56,51179.52785474136,Female
49,20026.989732018385,Female
41,63744.91512053722,Female
40,55197.32713846989,Male
49,64970.15164789478,Male
54,6556.1693270946635,Female
29,81325.62057171091,Female
66,47906.15557767239,Male
30,66622.74225106275,Female
40,34401.411093117036,Male
42,59191.608575938546,Female
52,34198.76655239516,Male
58,40643.465589562926,Female
47,78710.4703080018,Female
34,47139.7639885498,Male
66,53261.49309769584,Female
37,63051.015960331315,Male
65,57435.22831958907,Male
42,52256.28357715365,Male
39,55474.41503699338,Male
30,86051.23377857413,Male
36,49135.71804449622,Female
66,53016.485700724515,Female
53,65759.81594011417,Male
29,66582.88899436976,Female
58,67805.4545834057,Male
36,59580.95333043777,Female
29,32854.92630904275,Female
26,74501.47298451644,Female
24,32804.81910471968,Female
45,54539.531978585495,Male
31,38685.86224970963,Male
48,49037.92480110511,Female
69,54931.436154552204,Female
36,54820.35823175409,Male
64,56328.81131352927,Female
33,74205.6690358797,Male
22,56803.014522709695,Male
52,46337.65047064027,Male
29,64461.307524325355,Female
42,67842.05733386961,Male
69,31585.88277294511,Female
38,58961.00104774787,Male
53,60517.591134663475,Female
40,45536.54744960012,Female
33,70635.6021996743,Female
56,47749.1661945121,Male
62,51883.64680207313,Male
59,47403.922635741954,Female
56,50233.685713722014,Female
31,33555.87369657197,Female
48,28399.236761085584,Male
22,73917.57594837458,Male
52,37295.57977522508,Male
40,35129.114758155396,Male
46,17699.148295944276,Female
60,40415.57378465746,Female
28,30153.653098887524,Male
35,74630.22740204554,Male
64,65147.25634013952,Female
29,39677.74482233414,Male
26,83786.53708016463,Male
27,64726.48230487391,Male
61,45127.529247370665,Male
34,12508.914276896401,Male
55,84364.13858886113,Male
24,29156.41299854606,Female
63,25319.01879564662,Male
30,65338.5564801446,Male
57,86596.28609508909,Female
59,70764.09227765776,Female
26,58458.636800785396,Female
67,58921.315124979286,Male
44,62801.23338170462,Female
19,61383.92884680148,Male
22,54217.87135954064,Male
46,51563.01655927814,Male
54,49061.103081507164,Female
55,38690.531166999855,Female
36,45789.87384699839,Female
25,24605.647787069218,Female
65,48524.90559807875,Female
62,35171.133392736236,Male
18,33446.160241763435,Male
39,52698.41226730218,Male
69,70880.034295169,Male
34,63774.7490900347,Female
24,26442.490945652346,Female
42,35155.57795144494,Male
62,64111.567819823234,Female
21,35262.68909692536,Female
53,46630.50275004463,Male
23,58250.78148536828,Male
48,35474.83317704547,Female
36,51580.6325921894,Female
61,29989.617576226934,Male
56,40979.48534073179,Male
44,54796.72901213806,Male
27,26105.09399702496,Female
43,56607.121069405985,Male
36,49705.433016099785,Male
56,58287.34931625721,Female
20,53358.712010969924,Female
62,70462.10644960766,Female
30,51878.36753971861,Female
67,43558.91688312121,Female
45,51834.46254548425,Male
37,58149.470435545816,Male
45,50732.901054885566,Female
25,50608.87536805824,Female
58,39470.12468289867,Female
56,40056.48623673578,Female
18,28960.920923004596,Female
20,76243.65114780409,Male
30,31342.051469130725,Male
45,39606.42203306139,Male
66,39223.89101646204,Male
42,63423.86565416662,Female
50,45575.75482561958,Male
55,68716.131090106,Female
23,39897.640636341974,Female
61,54184.91243335703,Female
62,37469.794201103636,Male
49,82177.23691660083,Female
62,32186.02371455731,Male
64,54647.31065340541,Male
38,59506.65321398148,Female
33,56206.986461772474,Female
38,47220.68511683438,Female
28,48052.689503998605,Male
54,50657.17207968664,Female
53,47794.96997557267,Male
52,64458.18675192365,Female
36,83157.84502387026,Female
37,41637.623224882496,Male
35,29452.955306313834,Male
64,48675.76927473118,Male
58,88695.64006481477,Male
66,37944.88148045404,Male
31,74586.75208166102,Male
32,75165.51221114662,Female
48,41696.176374380084,Female
18,58534.74618777913,Male
20,74425.94934692807,Female
33,44313.08388518769,Male
40,46946.29459846457,Female
28,41274.786290770346,Female
29,34778.649039607,Male
27,40260.83682400989,Male
49,31640.895998566153,Male
33,50511.25202388839,Female
25,38450.40153412038,Male
55,53506.788676861215,Female
29,26661.56530694559,Male
41,54963.20348321686,Female
45,62502.93442413387,Female
25,20093.96536142817,Male
45,55610.848547713584,Female
53,68415.03488709938,Female
43,31855.38471963192,Male
25,75088.58580256555,Female
67,56285.285140490676,Male
45,39424.82216362387,Male
45,49163.46383513441,Male
54,58374.903687825834,Male
58,51140.080871186176,Female
53,58081.33988669554,Female
44,36189.89610380951,Female
34,52540.41236054117,Male
26,28794.282546425296,Female
50,48331.60907976949,Female
37,36441.38537802815,Male
30,38967.050861153504,Male
45,68541.39762815656,Female
65,66369.65180891403,Male
46,59137.071813607654,Male
30,33615.308529911315,Male
63,45253.87325457797,Male
52,68196.46549968775,Female
23,52125.753704598574,Male
35,84789.94309972541,Male
68,55899.76759091558,Male
22,52880.73674735047,Male
64,45363.25303696248,Male
42,52003.11357173423,Male
19,47712.952454291844,Male
27,60621.630150328856,Male
47,64350.53475191876,Female
67,38210.158092380756,Male
62,30031.50569663333,Female
22,22456.919403450553,Male
50,57619.86990368816,Male
18,33449.50090739189,Male
35,17706.64110571276,Male
49,55828.67906796446,Female
64,87394.99276149186,Male
66,49908.9363269016,Male
28,62577.36161677463,Female
38,51227.440378213476,Female
43,48516.65520213286,Male
42,63786.14724481653,Female
39,45645.88183717023,Female
44,54010.88471107854,Female
66,54825.467092940205,Male
30,39978.64319535427,Male
50,64880.635243047844,Male
51,47375.60364956887,Female
58,38663.82260760733,Male
52,58047.64765355605,Female
18,36522.98027313444,Male
38,50422.717360536924,Male
65,49863.21505033695,Female
23,66288.43348747367,Male
45,57120.47349319929,Female
34,49624.595618822845,Female
22,62266.494488004304,Male
48,70853.1132352597,Female
22,58367.154595277934,Male
55,50155.28929765071,Male
20,30322.456514747606,Female
40,34023.29505386941,Male
54,45421.629434679984,Female
54,40857.31696761075,Male
27,47195.43045521831,Male
27,50849.74887345661,Male
36,57945.391315350964,Male
34,48942.518329113635,Male
38,57297.52465739303,Female
31,50967.1162221518,Female
26,20368.00150469193,Female
63,35909.96909271869,Female
18,47838.686664175766,Female
68,31854.578857383385,Female
62,58998.93094994307,Male
30,72961.26248515546,Male
21,68281.42777545974,Female
18,46798.35693604688,Female
66,72360.89205274929,Male
57,52230.01185803167,Male
49,44943.71043322941,Male
51,40798.960046885906,Female
45,45462.95470267808,Female
48,44177.34772188157,Female
25,52556.243335632316,Male
56,52408.60971574797,Male
43,50045.69030230122,Female
51,56554.072546195246,Female
20,67859.69412179512,Male
67,64243.312031619855,Male
29,27726.53047325145,Male
18,11691.182976470678,Male
61,64014.79866858911,Female
22,29496.819523768685,Male
47,46628.518971609745,Male
47,32448.304609109608,Male
34,22970.293436299704,Female
65,58121.94092307182,Female
64,61387.327404539705,Male
40,41352.34398909921,Male
32,11134.365617826348,Male
54,41806.33327621276,Female
38,55877.060081038195,Female
31,27816.32646838807,Female
19,52750.39879668733,Male
28,49770.35226240507,Female
68,58689.37249401632,Male
56,51793.705526212296,Male
55,35403.96588677667,Male
51,67948.57252496737,Female
55,47622.05640459545,Male
67,49590.43190735102,Female
51,36000.98061390206,Female
35,43350.766232127346,Male
47,36727.95928959649,Male
32,47405.809101148654,Female
44,75675.62720213515,Male
68,29421.482856029656,Female
51,25796.579031848883,Male
69,72067.55491240413,Female
55,46860.14484272201,Female
50,39963.908920101254,Female
41,65598.57031094114,Female
32,40915.766903947035,Male
47,77390.14570320403,Male
59,60168.88807008904,Female
68,42681.32887781446,Female
34,82359.62319898256,Male
22,40914.27615494993,Male
46,61131.430580139604,Male
21,54489.38870609738,Male
27,69526.11934098197,Male
34,73422.66795090279,Male
27,50480.0622359865,Female
34,38698.73194480725,Male
37,56899.582144086744,Male
41,39834.26945371841,Female
22,80200.80871289935,Male
51,52048.02996624106,Male
23,44520.17673031837,Male
19,52770.204587973625,Male
30,29793.10565705455,Male
60,35425.789422340225,Female
60,68006.20861916638,Male
65,40146.58581542906,Female
28,34296.3352597709,Female
68,58049.79128790929,Male
64,67785.56231994496,Female
40,60784.299659976,Male
33,64940.715287087245,Female
48,38648.073671458085,Female
28,28672.839998872343,Male
33,72520.0047793323,Male
25,45159.802417367966,Male
21,46237.50475317429,Male
57,69922.91212773586,Male
21,58343.4501410099,Female
42,56838.31658122411,Female
20,82475.03517351625,Female
49,40347.22654429785,Female
20,63917.60192121856,Female
44,50855.19687345627,Female
46,54028.88418294885,Female
49,72927.02639618798,Male
67,57617.53634434436,Male
68,58074.441185744494,Female
36,66087.61005964704,Female
38,44525.70905685672,Male
22,37411.85498991491,Male
35,34327.862089684495,Male
45,20504.65115935997,Male
59,80843.10694910484,Female
39,33451.87451417475,Male
38,46681.19564621342,Female
23,45847.80050166619,Female
18,54611.10046713651,Female
22,62236.05818808945,Male
58,62907.10232539618,Male
29,41253.83842146592,Female
43,47493.174293203825,Female
63,54238.69925732449,Female
51,46269.633107246795,Male
66,74110.18364029989,Female
31,57364.62427457377,Male
43,61023.16679074726,Female
62,59943.21903001119,Female
44,67602.10786227987,Female
26,52715.3233805556,Male
43,30547.5207806623,Male
64,55995.31927628962,Female
39,40229.64659312257,Male
64,42070.74977375365,Female
47,58795.4602813264,Male
60,68574.24607150453,Male
65,50319.073651040926,Male
34,54632.49518898446,Female
43,75533.22416952858,Male
53,53611.297692328524,Male
18,89025.24671270592,Female
25,58482.64468447316,Female
66,23588.558612662735,Female
52,61300.12431656799,Female
69,55717.37577324166,Male
32,69346.29131124119,Male
64,60097.72026904937,Male
39,47923.16024024339,Male
31,31635.526455659514,Male
43,46864.65114070962,Female
45,37242.1931868605,Male
40,41292.14825292916,Male
31,58828.67606630914,Male
41,75048.56756527109,Female
19,55920.07294734471,Female
62,32061.754069472234,Male
43,56669.040023302114,Female
31,67949.47229968477,Female
68,40853.25643520927,Female
24,47989.742499906235,Female
20,50220.32292093796,Female
64,38226.5253037664,Female
40,59724.20650765789,Female
63,48185.77777088327,Male
60,56292.98665860542,Male
64,36687.6173329685,Female
62,43438.125495148844,Male
35,60835.72036741657,Male
55,44407.502718623495,Female
